"Freq [GHz]","Y(1,1) [mSie]"
6.05025125628141,0.00289656708453691 + 0.751575575449363i
6.06532663316583,0.00273347097658217 + 0.753851262576501i
6.08040201005025,0.00279987698992694 + 0.756058779584529i
6.09547738693467,0.00282503724438179 + 0.758267368803256i
6.1105527638191,0.00284388862945125 + 0.760470068090733i
6.12562814070352,0.00286064144268179 + 0.762666191334673i
6.14070351758794,0.0028764277746867 + 0.764855731787441i
6.15577889447236,0.00289172978978096 + 0.767038826169717i
6.17085427135678,0.00290673187153904 + 0.769215685367961i
6.18592964824121,0.00292155700671303 + 0.771386502509057i
6.20100502512563,0.00293630092515788 + 0.773551500816108i
6.21608040201005,0.00295096256985238 + 0.775710874114458i
6.23115577889447,0.00296557095722601 + 0.777864837621838i
6.24623115577889,0.00298017699206924 + 0.780013569641408i
6.26130653266332,0.00299476420411827 + 0.782157252478206i
6.27638190954774,0.00300936291342138 + 0.784296051429393i
6.29145728643216,0.0030239634576188 + 0.786430149098666i
6.30653266331658,0.00303855090964629 + 0.788559685020947i
6.321608040201,0.00305317931086393 + 0.790684845629054i
6.33668341708543,0.00306780785168897 + 0.79280574864765i
6.35175879396985,0.00308247716855149 + 0.794922541960204i
6.36683417085427,0.00309713976815666 + 0.797035339110372i
6.38190954773869,0.00311186360466905 + 0.799144320428582i
6.39698492462312,0.00312658615951926 + 0.801249545308344i
6.41206030150754,0.00314134942750447 + 0.803351171029488i
6.42713567839196,0.00315614834374232 + 0.805449304769986i
6.44221105527638,0.00317096921954028 + 0.80754403978397i
6.4572864321608,0.00318581549350527 + 0.80963549715588i
6.47236180904523,0.00320068753380162 + 0.811723763285565i
6.48743718592965,0.00321558612716912 + 0.813808931373607i
6.50251256281407,0.00323053187854368 + 0.815891100301471i
6.51758793969849,0.00324550778221879 + 0.817970369696958i
6.53266331658291,0.00326049085486391 + 0.82004680133368i
6.54773869346734,0.00327551322889587 + 0.822120478827772i
6.56281407035176,0.00329058119824828 + 0.824191501414609i
6.57788944723618,0.00330568048828354 + 0.826259930338674i
6.5929648241206,0.0033208079115366 + 0.82832583432476i
6.60804020100502,0.00333596134103877 + 0.830389281805676i
6.62311557788945,0.0033511576566498 + 0.832450341712816i
6.63819095477387,0.00336638639739353 + 0.834509097792335i
6.65326633165829,0.00338164977155186 + 0.836565585740947i
6.66834170854271,0.00339693938936152 + 0.838619872032374i
6.68341708542714,0.00341226482423795 + 0.840672038611304i
6.69849246231156,0.00342763632898015 + 0.842722108687321i
6.71356783919598,0.00344301767753315 + 0.844770143876939i
6.7286432160804,0.00345845199632406 + 0.846816210270525i
6.74371859296483,0.00347390476321992 + 0.848860353100525i
6.75879396984925,0.00348940521205222 + 0.850902621344631i
6.77386934673367,0.00350492631528071 + 0.852943050182241i
6.78894472361809,0.00352048157848121 + 0.854981698180946i
6.80402010050251,0.00353607302395752 + 0.857018611715061i
6.81909547738694,0.00355173065983026 + 0.859053820807781i
6.83417085427136,0.00356737476166551 + 0.861087372822563i
6.84924623115578,0.00358306880212194 + 0.863119314156317i
6.8643216080402,0.00359881502751251 + 0.865149670679006i
6.87939698492462,0.00361457149531059 + 0.867178482110126i
6.89447236180905,0.00363037000195102 + 0.869205787635897i
6.90954773869347,0.0036462025308324 + 0.871231628689712i
6.92462311557789,0.00366207308346789 + 0.873256042901964i
6.93969849246231,0.00367796477974173 + 0.875279046482113i
6.95477386934673,0.00369389225269095 + 0.877300673059683i
6.96984924623116,0.00370987530427441 + 0.879320972189863i
6.98492462311558,0.00372587698281742 + 0.881339953145056i
7,0.00374191738708242 + 0.883357649379755i
