"Freq [GHz]","Y(1,1) [mSie]"
5.68844221105528,0.00256403614987194 - 3.66548540919341i
5.7035175879397,0.00256619292311118 - 3.49999029498469i
5.71859296482412,0.00256829543075716 - 3.33506771509965i
5.73366834170854,0.00257025020621185 - 3.17069500814978i
5.74874371859297,0.00257192688009759 - 3.00684965826017i
5.76381909547739,0.00257313796151798 - 2.84350920431143i
5.77889447236181,0.00257360375396166 - 2.68065109180102i
5.79396984924623,0.00257288787445419 - 2.51825241035206i
5.80904522613065,0.00257026997879886 - 2.35628938511254i
5.82412060301508,0.00256447054093172 - 2.19473628333984i
5.8391959798995,0.00255297890587272 - 2.03356273542801i
5.85427135678392,0.00253010687110867 - 1.87272588106496i
5.86934673366834,0.00247964851080209 - 1.71214003106626i
5.88442211055276,0.00232987615491248 - 1.55147985332526i
5.89949748743719,0.00120915555775109 - 1.37765913980668i
5.91457286432161,0.00315606586070659 - 1.23536607625633i
5.92964824120603,0.00291154413771941 - 1.07540851369524i
5.94472361809045,0.00284518857404906 - 0.916299558656968i
5.95979899497487,0.00281842288316994 - 0.757571201599411i
5.9748743718593,0.00280694621563077 - 0.599121278792737i
5.98994974874372,0.00280308227472436 - 0.440903968483066i
6.00502512562814,0.00280364152820689 - 0.282889082234643i
6.02010050251256,0.00280706234958995 - 0.125052235135355i
6.03517587939699,0.00281249097531112 + 0.032628369383191i
6.05025125628141,0.00281942210056976 + 0.190173213227656i
6.06532663316583,0.00282753830227474 + 0.347602041695623i
6.08040201005025,0.00283663079991296 + 0.504934154781281i
6.09547738693467,0.00284655723097342 + 0.66218856720915i
6.1105527638191,0.00285721772693088 + 0.819384103245707i
6.12562814070352,0.00286854066041577 + 0.976539456899079i
6.14070351758794,0.00288047379114888 + 1.13367323272845i
6.15577889447236,0.00289297856712298 + 1.2908039752867i
6.17085427135678,0.00290602634337537 + 1.44795019163937i
6.18592964824121,0.00291959580614876 + 1.60513036952746i
6.20100502512563,0.00293367117721241 + 1.76236299271305i
6.21608040201005,0.00294824093661497 + 1.91966655446127i
6.23115577889447,0.00296329689752147 + 2.07705956976787i
6.24623115577889,0.00297883352563214 + 2.2345605867313i
6.26130653266332,0.00299484743113283 + 2.39218819733838i
6.27638190954774,0.00301133698492803 + 2.54996104784916i
6.29145728643216,0.00302830202538571 + 2.70789784891185i
6.30653266331658,0.00304574363203577 + 2.86601738550312i
6.321608040201,0.0030636639496285 + 3.02433852676422i
6.33668341708543,0.00308206605024596 + 3.18288023578671i
6.35175879396985,0.00310095382469625 + 3.34166157939022i
6.36683417085427,0.00312033189655164 + 3.5007017379259i
6.38190954773869,0.00314020555402172 + 3.66002001513382i
6.39698492462312,0.00316058069584456 + 3.81963584807838i
6.41206030150754,0.00318146378837867 + 3.97956881718255i
6.42713567839196,0.00320286183184517 + 4.13983865637992i
6.44221105527638,0.00322478233378382 + 4.30046526340186i
6.4572864321608,0.00324723328870086 + 4.46146871021596i
6.47236180904523,0.00327022316258032 + 4.62286925363158i
6.48743718592965,0.00329376088173749 + 4.7846873460872i
6.50251256281407,0.00331785582503415 + 4.94694364663482i
6.51758793969849,0.00334251781926837 + 5.10965903213598i
6.53266331658291,0.00336775713707903 + 5.27285460868396i
6.54773869346734,0.00339358449709318 + 5.43655172326767i
6.56281407035176,0.00342001106621238 + 5.60077197569179i
6.57788944723618,0.00344704846351586 + 5.76553723076892i
6.5929648241206,0.00347470876589967 + 5.93086963079955i
6.60804020100502,0.00350300451513087 + 6.09679160835614i
6.62311557788945,0.00353194872626853 + 6.2633258993881i
6.63819095477387,0.00356155489738634 + 6.43049555666483i
6.65326633165829,0.00359183702050267 + 6.59832396357499i
6.66834170854271,0.00362280959368854 + 6.76683484830064i
6.68341708542714,0.00365448763419666 + 6.93605229838511i
6.69849246231156,0.00368688669289308 + 7.1060007757152i
6.71356783919598,0.00372002286953276 + 7.27670513193836i
6.7286432160804,0.00375391282936379 + 7.44819062433655i
6.74371859296483,0.0037885738205835 + 7.62048293217952i
6.75879396984925,0.00382402369305846 + 7.79360817358132i
6.77386934673367,0.00386028091812304 + 7.96759292288459i
6.78894472361809,0.00389736460940292 + 8.14246422859851i
6.80402010050251,0.00393529454499462 + 8.31824963191756i
6.81909547738694,0.00397409119064498 + 8.49497718584937i
6.83417085427136,0.0040137757243492 + 8.67267547498112i
6.84924623115578,0.00405437006205796 + 8.85137363591575i
6.8643216080402,0.00409589688484579 + 9.03110137841055i
6.87939698492462,0.00413837966743611 + 9.21188900725216i
6.89447236180905,0.00418184270812353 + 9.39376744490382i
6.90954773869347,0.00422631116024462 + 9.57676825496284i
6.92462311557789,0.0042718110652239 + 9.76092366646743i
6.93969849246231,0.00431836938728929 + 9.94626659909473i
6.95477386934673,0.00436601404988141 + 10.1328306892938i
6.96984924623116,0.00441477397391137 + 10.3206503173996i
6.98492462311558,0.00446467911794377 + 10.5097606357762i
7,0.0045157605203798 + 10.7001975980403i
