capSim:LastAdaptive
Problem Type:  C
C Units:pF, G Units:mSie
Reduce Matrix:  Original
Frequency:  5GHz

Capacitance Matrix
,Q0Pad1,Q0Pad2,Q1Pad1,Q1Pad2,Q2Pad1,Q2Pad2,Q3Pad1,Q3Pad2,Q4Pad1,Q4Pad2,Q5Pad1,Q5Pad2,Q6Pad1,Q6Pad2,Q7Pad1,Q7Pad2,R0Pad1,R0Pad2,R1Pad1,R1Pad2,R2Pad1,R2Pad2,R3Pad1,R3Pad2,R4Pad1,R4Pad2,R5Pad1,R5Pad2,R6Pad1,R6Pad2,R7Pad1,R7Pad2,

Capacitance Matrix Coupling Coefficient
,Q0Pad1,Q0Pad2,Q1Pad1,Q1Pad2,Q2Pad1,Q2Pad2,Q3Pad1,Q3Pad2,Q4Pad1,Q4Pad2,Q5Pad1,Q5Pad2,Q6Pad1,Q6Pad2,Q7Pad1,Q7Pad2,R0Pad1,R0Pad2,R1Pad1,R1Pad2,R2Pad1,R2Pad2,R3Pad1,R3Pad2,R4Pad1,R4Pad2,R5Pad1,R5Pad2,R6Pad1,R6Pad2,R7Pad1,R7Pad2,
Q0Pad1, 1.00000, 0.34487, 0.00813, 0.00724, 0.00004, 0.00004, 0.00001, 0.00001, 0.00001, 0.00001, 0.00001, 0.00000, 0.00001, 0.00001, 0.00012, 0.00000, 0.00001, 0.26941, 0.00001, 0.00105, 0.00000, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
Q0Pad2, 0.34487, 1.00000, 0.00727, 0.00943, 0.00003, 0.00004, 0.00000, 0.00001, 0.00000, 0.00000, 0.00005, 0.00001, 0.00000, 0.00001, 0.00000, 0.00006, 0.00000, 0.01097, 0.00001, 0.00087, 0.00000, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
Q1Pad1, 0.00813, 0.00727, 1.00000, 0.34443, 0.00020, 0.00023, 0.00007, 0.00007, 0.00005, 0.00002, 0.00003, 0.00001, 0.00001, 0.00000, 0.00012, 0.00000, 0.00000, 0.00102, 0.00000, 0.26949, 0.00000, 0.00003, 0.00000, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
Q1Pad2, 0.00724, 0.00943, 0.34443, 1.00000, 0.00021, 0.00025, 0.00003, 0.00008, 0.00008, 0.00004, 0.00000, 0.00001, 0.00000, 0.00002, 0.00000, 0.00012, 0.00001, 0.00089, 0.00001, 0.01094, 0.00001, 0.00003, 0.00000, 0.00000, 0.00000, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00001
Q2Pad1, 0.00004, 0.00003, 0.00020, 0.00021, 1.00000, 0.34478, 0.00808, 0.00732, 0.00023, 0.00017, 0.00003, 0.00002, 0.00001, 0.00000, 0.00001, 0.00001, 0.00000, 0.00001, 0.00000, 0.00003, 0.00001, 0.26919, 0.00001, 0.00095, 0.00000, 0.00003, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
Q2Pad2, 0.00004, 0.00004, 0.00023, 0.00025, 0.34478, 1.00000, 0.00737, 0.00932, 0.00043, 0.00031, 0.00002, 0.00002, 0.00001, 0.00004, 0.00001, 0.00001, 0.00000, 0.00001, 0.00000, 0.00004, 0.00000, 0.01157, 0.00000, 0.00081, 0.00000, 0.00005, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
Q3Pad1, 0.00001, 0.00000, 0.00007, 0.00003, 0.00808, 0.00737, 1.00000, 0.34508, 0.00037, 0.00033, 0.00005, 0.00003, 0.00003, 0.00000, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000, 0.00001, 0.00001, 0.00102, 0.00001, 0.26927, 0.00000, 0.00006, 0.00000, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000
Q3Pad2, 0.00001, 0.00001, 0.00007, 0.00008, 0.00732, 0.00932, 0.34508, 1.00000, 0.00075, 0.00069, 0.00005, 0.00004, 0.00003, 0.00007, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00001, 0.00000, 0.00088, 0.00001, 0.01158, 0.00000, 0.00012, 0.00000, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000
Q4Pad1, 0.00001, 0.00000, 0.00005, 0.00008, 0.00023, 0.00043, 0.00037, 0.00075, 1.00000, 0.34791, 0.00162, 0.00148, 0.00006, 0.00008, 0.00000, 0.00003, 0.00000, 0.00000, 0.00000, 0.00001, 0.00000, 0.00003, 0.00000, 0.00005, 0.00000, 0.01183, 0.00000, 0.00023, 0.00000, 0.00001, 0.00001, 0.00000
Q4Pad2, 0.00001, 0.00000, 0.00002, 0.00004, 0.00017, 0.00031, 0.00033, 0.00069, 0.34791, 1.00000, 0.00148, 0.00145, 0.00005, 0.00005, 0.00001, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00002, 0.00000, 0.00005, 0.00001, 0.23621, 0.00000, 0.00022, 0.00000, 0.00001, 0.00000, 0.00000
Q5Pad1, 0.00001, 0.00005, 0.00003, 0.00000, 0.00003, 0.00002, 0.00005, 0.00005, 0.00162, 0.00148, 1.00000, 0.34790, 0.00101, 0.00049, 0.00015, 0.00006, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00001, 0.00000, 0.00023, 0.00000, 0.01184, 0.00000, 0.00007, 0.00000, 0.00001
Q5Pad2, 0.00000, 0.00001, 0.00001, 0.00001, 0.00002, 0.00002, 0.00003, 0.00004, 0.00148, 0.00145, 0.34790, 1.00000, 0.00097, 0.00042, 0.00006, 0.00002, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00001, 0.00000, 0.00023, 0.00001, 0.23632, 0.00000, 0.00007, 0.00000, 0.00001
Q6Pad1, 0.00001, 0.00000, 0.00001, 0.00000, 0.00001, 0.00001, 0.00003, 0.00003, 0.00006, 0.00005, 0.00101, 0.00097, 1.00000, 0.35357, 0.00014, 0.00005, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00016, 0.00003, 0.01128, 0.00000, 0.00000
Q6Pad2, 0.00001, 0.00001, 0.00000, 0.00002, 0.00000, 0.00004, 0.00000, 0.00007, 0.00008, 0.00005, 0.00049, 0.00042, 0.35357, 1.00000, 0.00005, 0.00012, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00001, 0.00000, 0.00008, 0.00000, 0.17787, 0.00000, 0.00002
Q7Pad1, 0.00012, 0.00000, 0.00012, 0.00000, 0.00001, 0.00001, 0.00001, 0.00000, 0.00000, 0.00001, 0.00015, 0.00006, 0.00014, 0.00005, 1.00000, 0.35378, 0.00000, 0.00001, 0.00000, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00001, 0.00000, 0.00000, 0.00003, 0.01129
Q7Pad2, 0.00000, 0.00006, 0.00000, 0.00012, 0.00001, 0.00001, 0.00000, 0.00000, 0.00003, 0.00001, 0.00006, 0.00002, 0.00005, 0.00012, 0.35378, 1.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00002, 0.00001, 0.17776
R0Pad1, 0.00001, 0.00000, 0.00000, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000, 0.00000, 0.00004, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
R0Pad2, 0.26941, 0.01097, 0.00102, 0.00089, 0.00001, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00001, 0.00000, 0.00000, 1.00000, 0.00000, 0.00015, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
R1Pad1, 0.00001, 0.00001, 0.00000, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00004, 0.00000, 1.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
R1Pad2, 0.00105, 0.00087, 0.26949, 0.01094, 0.00003, 0.00004, 0.00001, 0.00001, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00001, 0.00000, 0.00000, 0.00015, 0.00000, 1.00000, 0.00000, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
R2Pad1, 0.00000, 0.00000, 0.00000, 0.00001, 0.00001, 0.00000, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000, 0.00000, 0.00004, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
R2Pad2, 0.00001, 0.00001, 0.00003, 0.00003, 0.26919, 0.01157, 0.00102, 0.00088, 0.00003, 0.00002, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00001, 0.00000, 1.00000, 0.00000, 0.00014, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
R3Pad1, 0.00000, 0.00000, 0.00000, 0.00000, 0.00001, 0.00000, 0.00001, 0.00001, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00004, 0.00000, 1.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
