"Freq [GHz]","Y(1,1) [mSie]"
5.44723618090452,5.70781864564076e-07 - 0.0802468663471952i
5.46231155778894,6.03714163192596e-07 - 0.0674836429167633i
5.47738693467337,6.39548354779651e-07 - 0.0547551975354942i
5.49246231155779,6.78608022036956e-07 - 0.0420609366073638i
5.50753768844221,7.21264330690644e-07 - 0.0294002644367804i
5.52261306532663,7.679444537239e-07 - 0.0167725785266763i
5.53768844221106,8.19141714432954e-07 - 0.00417726469954332i
5.55276381909548,8.75428041800451e-07 + 0.00838630811495148i
5.5678391959799,9.37469263754852e-07 + 0.0209187935963096i
5.58291457286432,1.00604401326555e-06 + 0.0334208744479864i
5.59798994974874,1.0820672904515e-06 + 0.0458932697405977i
5.61306532663317,1.1666199634128e-06 + 0.0583367434635024i
5.62814070351759,1.26098613357134e-06 + 0.0707521146334907i
5.64321608040201,1.36670067327551e-06 + 0.0831402694032081i
5.65829145728643,1.48561042407246e-06 + 0.0955021757401317i
5.67336683417085,1.61995372374859e-06 + 0.107838901422656i
5.68844221105528,1.77246489775756e-06 + 0.12015163634283i
5.7035175879397,1.94651318229691e-06 + 0.132441720444537i
5.71859296482412,2.14629014388862e-06 + 0.144710679105605i
5.73366834170854,2.37706619022632e-06 + 0.156960268460052i
5.74874371859297,2.64554811808763e-06 + 0.169192534158939i
5.76381909547739,2.960387443763e-06 + 0.181409888555891i
5.77889447236181,3.33292070461368e-06 + 0.193615213559214i
5.79396984924623,3.77827880144926e-06 + 0.205811999900988i
5.80904522613065,4.317109098943e-06 + 0.218004539201846i
5.82412060301508,4.97837151245066e-06 + 0.230198194604397i
5.8391959798995,5.80415467160676e-06 + 0.24239979229823i
5.85427135678392,6.85867153721937e-06 + 0.254618207804672i
5.86934673366834,8.2471200827946e-06 + 0.266865288886409i
5.88442211055276,1.01626725644307e-05 + 0.279157436110386i
5.89949748743719,1.30401252324296e-05 + 0.291518818100166i
5.91457286432161,1.83677850256436e-05 + 0.303991331437112i
5.92964824120603,4.43785143125728e-05 + 0.316742856934658i
5.94472361809045,9.9037020331708e-06 + 0.329104995346298i
5.95979899497487,2.19028705292125e-05 + 0.342325108475015i
