"Freq [GHz]","Y(1,1) [mSie]"
4.49748743718593,1.53569839187847e-07 - 0.511703411309045i
4.51256281407035,1.58238910651691e-07 - 0.494445116119952i
4.52763819095477,1.63085810197169e-07 - 0.477249026784367i
4.5427135678392,1.68118935537535e-07 - 0.460114488479899i
4.55778894472362,1.73347161854952e-07 - 0.443040853269858i
4.57286432160804,1.78779884059931e-07 - 0.426027479872911i
4.58793969849246,1.84427037525193e-07 - 0.409073733427643i
4.60301507537688,1.90299130654982e-07 - 0.3921789852512i
4.61809045226131,1.964073266748e-07 - 0.37534261259105i
4.63316582914573,2.02763427548885e-07 - 0.358563998368825i
4.64824120603015,2.09379971912235e-07 - 0.341842530915084i
4.66331658291457,2.16270234499671e-07 - 0.325177603693662i
4.678391959799,2.23448362660018e-07 - 0.308568615014183i
4.69346733668342,2.30929339561519e-07 - 0.292014967731032i
4.70854271356784,2.38729125367352e-07 - 0.275516068926958i
4.72361809045226,2.46864677020774e-07 - 0.259071329579176i
4.73869346733668,2.55354057177296e-07 - 0.242680164205585i
4.75376884422111,2.64216520012036e-07 - 0.226341990488338i
4.76884422110553,2.73472549061139e-07 - 0.21005622887168i
4.78391959798995,2.83144037892709e-07 - 0.193822302130434i
4.79899497487437,2.9325432072458e-07 - 0.177639634905051i
4.81407035175879,3.03828342859916e-07 - 0.161507653198447i
4.82914572864322,3.14892754974897e-07 - 0.145425783829158i
4.84422110552764,3.26476058082433e-07 - 0.1293934538344i
4.85929648241206,3.38608781948497e-07 - 0.113410089815622i
4.87437185929648,3.51323597291522e-07 - 0.0974751172178145i
4.8894472361809,3.64655552006874e-07 - 0.0815879595323977i
4.90452261306533,3.78642231420506e-07 - 0.0657480374116004i
4.91959798994975,3.93323986302221e-07 - 0.0499547676800751i
4.93467336683417,4.08744166844436e-07 - 0.0342075622268219i
4.94974874371859,4.24949373848301e-07 - 0.0185058267571281i
4.96482412060301,4.41989760816801e-07 - 0.00284895938026335i
4.97989949748744,4.59919316491892e-07 + 0.0127636509963638i
4.99497487437186,4.7879621328653e-07 + 0.0283326265020939i
5.01005025125628,4.98683176763488e-07 + 0.0438586024101684i
5.0251256281407,5.19647885397527e-07 + 0.0593422295701473i
5.04020100502513,5.41763387850648e-07 + 0.0747841772308663i
5.05527638190955,5.65108620942478e-07 + 0.0901851363349498i
5.07035175879397,5.89768870331203e-07 + 0.105545823385991i
5.08542713567839,6.15836354340976e-07 + 0.120866985015538i
5.10050251256281,6.43410804667532e-07 + 0.136149403410913i
5.11557788944724,6.72600111021736e-07 + 0.151393902809503i
5.13065326633166,7.03520938690236e-07 + 0.166601357324131i
5.14572864321608,7.36299470566527e-07 + 0.181772700443347i
5.1608040201005,7.71072043623901e-07 + 0.196908936657399i
5.17587939698492,8.07985835274947e-07 + 0.212011155807048i
5.19095477386935,8.47199466968614e-07 + 0.227080550954933i
5.20603015075377,8.888834712443e-07 + 0.242118440863128i
5.22110552763819,9.3322056405707e-07 + 0.257126298563844i
5.23618090452261,9.80405554996302e-07 + 0.272105788091973i
5.25125628140704,1.03064465456104e-06 + 0.287058812300435i
5.26633165829146,1.08415391779085e-06 + 0.301987575950155i
5.28140703517588,1.14115630286952e-06 + 0.316894670198089i
5.2964824120603,1.20187652943052e-06 + 0.331783187604705i
5.31155778894472,1.26653259488177e-06 + 0.346656881544934i
5.32663316582915,1.33532209331429e-06 + 0.361520391670143i
5.34170854271357,1.40840008620895e-06 + 0.376379570094667i
5.35678391959799,1.4858436302281e-06 + 0.391241965558881i
5.37185929648241,1.56759405163064e-06 + 0.406117563430942i
5.38693467336683,1.65336183687819e-06 + 0.421019955618994i
5.40201005025126,1.74246604027442e-06 + 0.435968264704725i
5.41708542713568,1.83355500082045e-06 + 0.450990460470348i
